Beer Name,Ratings,Style Name,Cellar Temperature,Serving Temperature,Score
128797,1,SaisonFarmhouseAle,45-50,45-50,3.02
95536,46,BelgianStrongPaleAle,40-45,50-55,3.93
87157,3,AmericanStrongAle,45-50,50-55,4.05
19320,6,AmericanPorter,40-45,45-50,4.1
138555,3,AmericanWildAle,40-45,45-50,3.35
133594,2,AmericanIPA,40-45,45-50,3.54
51367,0,AmericanIPA,40-45,45-50,0
162265,5,CzechPilsener,35-40,40-45,3.59
49516,104,EnglishPorter,,50-55,3.94
138552,4,BerlinerWeissbier,40-45,45-50,3.93
51488,0,GermanPilsener,35-40,40-45,0
68648,1,AmericanIPA,40-45,45-50,4.25
155462,19,AmericanAmberRedAle,40-45,45-50,3.55
21503,1,BlackTan,40-45,45-50,3.25
2826,1,Tripel,45-50,45-50,2.88
70016,345,BelgianPaleAle,40-45,45-50,3.77
123923,1,Witbier,40-45,45-50,3.25
165291,1,BelgianStrongDarkAle,45-50,45-50,3.74
16940,0,AmericanAdjunctLager,35-40,35-40,0
86468,17,LightLager,35-40,40-45,2.39
133448,96,ViennaLager,35-40,40-45,3.48
32006,2,FruitVegetableBeer,35-40,40-45,3.62
119835,1,AmericanStrongAle,45-50,50-55,3.84
40978,7,AmericanWildAle,40-45,45-50,3.84
64011,2,AmericanDoubleImperialIPA,45-50,50-55,3.87
93423,2,Gose,40-45,45-50,3.85
114290,1,GermanPilsener,35-40,40-45,4.28
114454,0,AmericanStout,40-45,45-50,0
34172,2,AmericanWildAle,40-45,45-50,4.13
129680,4,Dubbel,45-50,45-50,3.42
39182,640,MaibockHellesBock,40-45,45-50,3.85
139955,8,HerbedSpicedBeer,,45-50,3.81
6927,42,AmericanPaleAle(APA),35-40,40-45,4.03
152109,4,AmericanPorter,40-45,45-50,4.36
15161,6,AmericanBrownAle,40-45,45-50,3.74
155283,1,AmericanIPA,40-45,45-50,4.06
106778,4,BelgianDarkAle,45-50,45-50,3.59
73361,2,SaisonFarmhouseAle,45-50,45-50,3.96
91045,4,Klsch,35-40,40-45,3.32
78568,1,AmericanBrownAle,40-45,45-50,3.68
47386,10,EnglishBitter,,45-50,3.65
42706,3,Klsch,35-40,40-45,3.63
76610,"2,506",EnglishBarleywine,45-50,50-55,4.15
9026,1,Schwarzbier,40-45,45-50,3.41
49082,225,AmericanIPA,40-45,45-50,3.69
115135,5,AmericanDoubleImperialStout,45-50,50-55,4.27
138378,13,SaisonFarmhouseAle,45-50,45-50,3.47
19748,1,AmericanDoubleImperialStout,45-50,50-55,3.75
67069,1,AmericanBarleywine,45-50,50-55,3.93
39419,177,AmericanPaleAle(APA),35-40,40-45,3.62
34272,1,SaisonFarmhouseAle,45-50,45-50,3.61
58754,1,AmericanIPA,40-45,45-50,3.78
10695,2,AmericanBlondeAle,35-40,40-45,3.9
63810,11,AmericanIPA,40-45,45-50,3.68
65762,1,LowAlcoholBeer,35-40,40-45,3.27
19458,1,AmericanStout,40-45,45-50,3.35
84098,1,Hefeweizen,40-45,45-50,3.46
51530,1,AmericanIPA,40-45,45-50,4
18900,1,EuroDarkLager,,45-50,2.65
147086,1,SaisonFarmhouseAle,45-50,45-50,3.5
59672,1,MaibockHellesBock,40-45,45-50,3.54
41124,2,AmericanBlackAle,35-40,40-45,4.07
102486,1,AmericanIPA,40-45,45-50,3.96
44815,1,Hefeweizen,40-45,45-50,2.62
94943,0,DortmunderExportLager,35-40,40-45,0
129008,6,Gose,40-45,45-50,3.94
24932,1,AmericanWildAle,40-45,45-50,3.87
150242,0,BelgianPaleAle,40-45,45-50,0
6916,2,AmericanIPA,40-45,45-50,2.92
161788,0,Kristalweizen,40-45,45-50,0
143391,1,AmericanIPA,40-45,45-50,4.29
141786,26,CaliforniaCommonSteamBeer,35-40,40-45,3.46
43013,79,AmericanIPA,40-45,45-50,4.09
159502,228,FruitVegetableBeer,35-40,40-45,3.66
146323,0,IrishRedAle,35-40,40-45,0
9234,3,AmericanPorter,40-45,45-50,3.75
95031,8,IrishDryStout,40-45,45-50,3.66
111532,4,AmericanWildAle,40-45,45-50,4.29
75038,0,AmericanIPA,40-45,45-50,0
91723,1,KellerbierZwickelbier,35-40,40-45,4.33
50225,1,EnglishDarkMildAle,40-45,45-50,3.68
72662,43,MrzenOktoberfest,40-45,45-50,3.5
62031,2,Gose,40-45,45-50,3.76
139570,4,HerbedSpicedBeer,,45-50,3.44
63591,2,CreamAle,35-40,40-45,3.93
102173,2,AmericanAmberRedAle,40-45,45-50,3.38
154474,2,AmericanIPA,40-45,45-50,3.39
67360,162,Hefeweizen,40-45,45-50,3.65
9837,1,Hefeweizen,40-45,45-50,3.71
117149,27,SaisonFarmhouseAle,45-50,45-50,3.64
122025,75,AmericanAmberRedAle,40-45,45-50,3.9
131649,1,Witbier,40-45,45-50,3.6
81617,4,Klsch,35-40,40-45,3.27
15317,6,BelgianIPA,35-40,40-45,3.84
144621,5,AmericanStout,40-45,45-50,4.09
111508,1,AmericanPaleAle(APA),35-40,40-45,4
129853,1,Happoshu,35-40,40-45,3.5
119611,4,AmericanDoubleImperialStout,45-50,50-55,4.33
22377,12,AmericanStout,40-45,45-50,4
102460,16,Klsch,35-40,40-45,3.64
136041,20,AmericanDoubleImperialStout,45-50,50-55,4.33
29360,1,AmericanStout,40-45,45-50,3.77
143802,1,AmericanIPA,40-45,45-50,3.5
88432,4,AmericanBarleywine,45-50,50-55,4.53
118811,1,AmericanStout,40-45,45-50,3.8
120731,1,Roggenbier,40-45,45-50,3.78
27641,1,AmericanPorter,40-45,45-50,3.64
66134,0,Hefeweizen,40-45,45-50,0
62726,6,AmericanIPA,40-45,45-50,4.17
69264,3,AmericanIPA,40-45,45-50,4.13
91812,8,FruitVegetableBeer,35-40,40-45,3.87
105550,1,AmericanDoubleImperialStout,45-50,50-55,4.25
15735,0,BelgianPaleAle,40-45,45-50,0
101679,20,AmericanBlondeAle,35-40,40-45,3.53
45847,2,AmericanDoubleImperialIPA,45-50,50-55,4.09
110372,0,EnglishPaleAle,40-45,45-50,0
145105,5,Tripel,45-50,45-50,3.48
160539,3,AmericanStout,40-45,45-50,3.69
152817,27,AmericanPaleAle(APA),35-40,40-45,3.58
59740,26,AmericanAmberRedAle,40-45,45-50,3.49
120626,7,Bock,40-45,45-50,3.9
51638,2,AmericanIPA,40-45,45-50,3.62
79509,2,AmericanWildAle,40-45,45-50,4.12
74813,2,PumpkinAle,40-45,45-50,3.66
10574,1,Doppelbock,40-45,45-50,4.24
17735,10,ViennaLager,35-40,40-45,3.26
147251,4,AmericanPaleAle(APA),35-40,40-45,3.99
123998,61,IrishDryStout,40-45,45-50,3.89
36333,1,AmericanPaleAle(APA),35-40,40-45,3.58
15620,4,BelgianIPA,35-40,40-45,3.72
77629,35,AmericanPorter,40-45,45-50,4.09
96397,1,BalticPorter,45-50,50-55,3.68
78525,1,AmericanIPA,40-45,45-50,3.5
38629,0,AmericanPaleAle(APA),35-40,40-45,0
100452,1,BerlinerWeissbier,40-45,45-50,3.88
133660,10,AmericanAmberRedAle,40-45,45-50,3.52
128478,9,SaisonFarmhouseAle,45-50,45-50,3.67
5639,1,SaisonFarmhouseAle,45-50,45-50,4.25
149596,1,AmericanBrownAle,40-45,45-50,4
59573,1,AmericanIPA,40-45,45-50,3.81
125346,2,AmericanPorter,40-45,45-50,3.4
68440,80,Witbier,40-45,45-50,3.75
91770,1,EuroStrongLager,35-40,40-45,1.82
26188,3,AmericanDoubleImperialIPA,45-50,50-55,3.45
161442,17,AmericanBlondeAle,35-40,40-45,3.43
85074,387,BelgianStrongPaleAle,40-45,50-55,3.94
54187,3,Witbier,40-45,45-50,3.84
92356,2,AmericanAmberRedAle,40-45,45-50,3.4
23342,1,Dubbel,45-50,45-50,3.5
122320,1,SaisonFarmhouseAle,45-50,45-50,3.62
68886,4,Tripel,45-50,45-50,3.77
167647,1,AmericanPorter,40-45,45-50,4.23
57869,1,Rauchbier,40-45,50-55,4.08
34563,1,AmericanBlondeAle,35-40,40-45,3.75
84300,9,AmericanWildAle,40-45,45-50,3.96
39226,0,AmericanStout,40-45,45-50,0
136806,5,AmericanAmberRedAle,40-45,45-50,3.65
103784,1,AmericanAmberRedAle,40-45,45-50,2.77
99504,1,AmericanIPA,40-45,45-50,4.04
47103,18,IrishDryStout,40-45,45-50,3.66
62048,0,Gose,40-45,45-50,0
35187,0,EnglishPorter,,50-55,0
34543,1,AmericanIPA,40-45,45-50,3.71
86432,1,MunichDunkelLager,40-45,45-50,3.77
42371,1,LightLager,35-40,40-45,3.09
84547,2,RyeBeer,40-45,45-50,3.25
134335,1,SaisonFarmhouseAle,45-50,45-50,3.94
44361,31,EuroPaleLager,35-40,40-45,3.19
131162,4,Schwarzbier,40-45,45-50,3.46
5003,389,BalticPorter,45-50,50-55,4.15
59849,0,AmericanBlondeAle,35-40,40-45,0
79890,3,AmericanWildAle,40-45,45-50,4.06
157421,2,AmericanAmberRedLager,35-40,40-45,3.71
35916,5,MunichHellesLager,35-40,40-45,3.59
32834,1,Schwarzbier,40-45,45-50,3.47
10475,1,AmericanIPA,40-45,45-50,4
6237,3,Altbier,40-45,45-50,3.64
126443,12,AmericanStrongAle,45-50,50-55,3.97
99449,1,AmericanIPA,40-45,45-50,3.63
152069,15,AmericanIPA,40-45,45-50,4.04
78873,42,AmericanIPA,40-45,45-50,3.88
151015,1,ScotchAleWeeHeavy,40-45,45-50,4.12
100581,1,MunichDunkelLager,40-45,45-50,4.08
74978,2,AmericanPorter,40-45,45-50,3.32
145288,2,AmericanWildAle,40-45,45-50,4.11
107248,4,Wheatwine,40-45,45-50,4.06
130683,179,BelgianPaleAle,40-45,45-50,3.71
167536,14,EnglishDarkMildAle,40-45,45-50,3.18
142142,117,AmericanAmberRedAle,40-45,45-50,3.74
164220,1,AmericanWildAle,40-45,45-50,4.36
13522,0,SaisonFarmhouseAle,45-50,45-50,0
30420,8,Quadrupel(Quad),45-50,50-55,4.13
72708,1,AmericanDoubleImperialIPA,45-50,50-55,4
46257,5,AmericanDoubleImperialStout,45-50,50-55,3.8
66983,5,AmericanDoubleImperialIPA,45-50,50-55,4.32
112471,0,AmericanAmberRedAle,40-45,45-50,0
71438,1,AmericanIPA,40-45,45-50,3.69
103075,1,AmericanDoubleImperialStout,45-50,50-55,3.5
78979,159,AmericanDoubleImperialIPA,45-50,50-55,4.22
126929,0,MunichHellesLager,35-40,40-45,0
20705,6,AmericanBlackAle,35-40,40-45,3.69
164572,29,AmericanAmberRedAle,40-45,45-50,3.32
13675,9,HerbedSpicedBeer,,45-50,3.62
139469,1,SmokedBeer,,50-55,4.12
112604,1,AmericanPorter,40-45,45-50,3.82
142319,63,AmericanDoubleImperialStout,45-50,50-55,3.81
63836,7,BelgianPaleAle,40-45,45-50,3.83
70480,1,AmericanAmberRedAle,40-45,45-50,3.36
32704,1,ChileBeer,35-40,40-45,3.25
91977,0,AmericanPaleAle(APA),35-40,40-45,0
89943,1,ScotchAleWeeHeavy,40-45,45-50,4.08
86349,5,EuroPaleLager,35-40,40-45,3.31
60179,1,Tripel,45-50,45-50,3.02
111497,18,AmericanIPA,40-45,45-50,3.75
138505,2,AmericanBrownAle,40-45,45-50,4.12
61424,21,EnglishPaleMildAle,40-45,45-50,3.45
161723,0,Hefeweizen,40-45,45-50,0
89300,1,EnglishPorter,,50-55,3.62
118679,46,AmericanBrownAle,40-45,45-50,3.79
90106,71,EuroPaleLager,35-40,40-45,3.19
91064,20,AmericanIPA,40-45,45-50,3.67
93937,7,AmericanAmberRedAle,40-45,45-50,3.41
86225,0,Kvass,,,0
165097,90,Witbier,40-45,45-50,3.39
95917,1,RyeBeer,40-45,45-50,3.46
79282,1,AmericanAmberRedAle,40-45,45-50,4.19
96490,1,AmericanPorter,40-45,45-50,3.99
140177,1,AmericanBlondeAle,35-40,40-45,3.98
26701,13,AmericanDoubleImperialStout,45-50,50-55,4.15
93353,4,AmericanPaleAle(APA),35-40,40-45,3.85
77995,2,BelgianIPA,35-40,40-45,3.88
130440,3,HerbedSpicedBeer,,45-50,4.32
9607,16,AmericanDoubleImperialIPA,45-50,50-55,4.31
60375,53,AmericanBrownAle,40-45,45-50,3.53
86559,56,AmericanDoubleImperialIPA,45-50,50-55,4.22
162218,0,AmericanPaleAle(APA),35-40,40-45,0
75466,27,AmericanDoubleImperialIPA,45-50,50-55,3.94
87855,2,AmericanPaleAle(APA),35-40,40-45,3.65
7181,12,MunichHellesLager,35-40,40-45,3.71
40368,11,Klsch,35-40,40-45,3.6
15434,1,Dubbel,45-50,45-50,3.13
119836,1,AmericanIPA,40-45,45-50,3.74
77495,3,AmericanPaleAle(APA),35-40,40-45,4.05
73380,1,SaisonFarmhouseAle,45-50,45-50,3.83
158876,1,SaisonFarmhouseAle,45-50,45-50,3.5
77116,1,IrishRedAle,35-40,40-45,3.5
28408,4,AmericanPorter,40-45,45-50,2.92
43626,1,CzechPilsener,35-40,40-45,3.94
136450,1,AmericanPaleAle(APA),35-40,40-45,3.75
138450,2,AmericanWildAle,40-45,45-50,4.04
83206,7,CzechPilsener,35-40,40-45,3.14
109764,1,Dunkelweizen,40-45,45-50,4.05
34992,27,SaisonFarmhouseAle,45-50,45-50,4.02
149016,1,AmericanIPA,40-45,45-50,3.58
145338,2,AmericanIPA,40-45,45-50,3.76
126219,1,IrishRedAle,35-40,40-45,3.99
76166,1,AmericanAmberRedAle,40-45,45-50,2
163974,61,AmericanIPA,40-45,45-50,3.47
31997,0,Tripel,45-50,45-50,0
28335,4,AmericanIPA,40-45,45-50,3.65
2573,1,ScottishAle,40-45,45-50,3.71
24678,99,AmericanStout,40-45,45-50,3.94
46089,5,AmericanPaleAle(APA),35-40,40-45,3.4
69233,1,AmericanAmberRedAle,40-45,45-50,3
23450,7,AmericanDoubleImperialStout,45-50,50-55,3.95
125952,1,EnglishDarkMildAle,40-45,45-50,3.43
42506,34,AmericanDoubleImperialIPA,45-50,50-55,3.95
31725,49,EnglishBitter,,45-50,3.64
158343,5,AmericanDoubleImperialStout,45-50,50-55,4.22
138548,1,AmericanWildAle,40-45,45-50,3.52
60968,6,AmericanAmberRedAle,40-45,45-50,3.7
146067,1,SaisonFarmhouseAle,45-50,45-50,3.69
123247,2,AmericanAmberRedLager,35-40,40-45,3.83
77390,2,AmericanStout,40-45,45-50,3.47
10842,1,Klsch,35-40,40-45,3.84
116805,113,Wheatwine,40-45,45-50,3.98
66376,1,AmericanDoubleImperialIPA,45-50,50-55,3.84
12630,1,AmericanBrownAle,40-45,45-50,3.99
151983,18,EuroPaleLager,35-40,40-45,3.26
114829,1,SaisonFarmhouseAle,45-50,45-50,3.48
77145,0,IrishRedAle,35-40,40-45,0
85771,2,BerlinerWeissbier,40-45,45-50,3.38
55186,13,BelgianPaleAle,40-45,45-50,3.45
136213,18,AmericanBrownAle,40-45,45-50,3.48
79276,1,AmericanBrownAle,40-45,45-50,3.98
112010,34,CzechPilsener,35-40,40-45,3.53
161227,1,Witbier,40-45,45-50,3
53603,1,EuroPaleLager,35-40,40-45,3.75
76373,109,BelgianIPA,35-40,40-45,3.94
121186,0,SmokedBeer,,50-55,0
37610,5,AmericanIPA,40-45,45-50,4.37
82808,2,EnglishPorter,,50-55,4.2
104063,1,AmericanIPA,40-45,45-50,4.06
138836,3,SaisonFarmhouseAle,45-50,45-50,4.19
30791,16,AmericanBrownAle,40-45,45-50,3.39
93558,12,Witbier,40-45,45-50,3.96
135733,6,AmericanIPA,40-45,45-50,4.16
87471,5,FruitVegetableBeer,35-40,40-45,2.29
156204,31,AmericanDoubleImperialIPA,45-50,50-55,3.46
159758,0,EnglishBitter,,45-50,0
90073,0,Witbier,40-45,45-50,0
103302,15,AmericanDoubleImperialIPA,45-50,50-55,4.11
86582,33,AmericanIPA,40-45,45-50,3.92
37410,2,Quadrupel(Quad),45-50,50-55,3.97
21473,4,AmericanPaleAle(APA),35-40,40-45,4.04
335,6,AmericanPorter,40-45,45-50,3.78
49237,419,HerbedSpicedBeer,,45-50,3.52
60073,1,Gose,40-45,45-50,3.5
39214,7,AmericanDoubleImperialIPA,45-50,50-55,4.23
112270,4,AmericanIPA,40-45,45-50,3.99
56953,2,Gose,40-45,45-50,3.76
48612,0,AmericanPaleLager,35-40,40-45,0
111200,1,Gose,40-45,45-50,4.17
121342,2,FruitVegetableBeer,35-40,40-45,3.99
20282,1,AmericanIPA,40-45,45-50,3.5
146096,0,AmericanIPA,40-45,45-50,0
75611,136,AmericanAmberRedAle,40-45,45-50,3.73
49128,22,AmericanIPA,40-45,45-50,3.91
166077,1,Altbier,40-45,45-50,3.85
86291,3,Hefeweizen,40-45,45-50,2.55
39898,0,SaisonFarmhouseAle,45-50,45-50,0
13055,5,FruitVegetableBeer,35-40,40-45,4.07
120369,23,EnglishPorter,,50-55,3.87
3582,0,Altbier,40-45,45-50,0
161385,1,ScotchAleWeeHeavy,40-45,45-50,3.5
76462,2,EnglishPaleAle,40-45,45-50,3.88
10408,2,AmericanBlondeAle,35-40,40-45,3.83
1827,1,Quadrupel(Quad),45-50,50-55,4.34
114119,0,GermanPilsener,35-40,40-45,0
17604,8,Quadrupel(Quad),45-50,50-55,3.62
8874,5,EuroPaleLager,35-40,40-45,2.76
82897,2,AmericanBlondeAle,35-40,40-45,3.27
4555,731,Tripel,45-50,45-50,3.97
3212,108,AmericanDoubleImperialIPA,45-50,50-55,4.11
150113,2,Tripel,45-50,45-50,4.15
125415,0,IrishRedAle,35-40,40-45,0
161791,5,ScottishAle,40-45,45-50,3.36
35824,13,AmericanStout,40-45,45-50,3.94
132630,1,AmericanStout,40-45,45-50,4
45997,2,AmericanIPA,40-45,45-50,4.4
74335,2,AmericanIPA,40-45,45-50,3.41
167846,36,AmericanDoubleImperialIPA,45-50,50-55,4.43
22025,1,Bock,40-45,45-50,3.89
144374,1,AmericanDoubleImperialStout,45-50,50-55,4.5
52006,24,Klsch,35-40,40-45,3.66
126662,23,AmericanDoubleImperialStout,45-50,50-55,4.17
67141,1,AmericanDoubleImperialStout,45-50,50-55,4.06
6600,0,AmericanAmberRedAle,40-45,45-50,0
14741,13,AmericanStout,40-45,45-50,3.67
80559,1,AmericanPaleAle(APA),35-40,40-45,4.44
122107,0,AmericanPaleAle(APA),35-40,40-45,0
106159,3,Klsch,35-40,40-45,3.95
121459,75,AmericanDoubleImperialIPA,45-50,50-55,4.23
75524,3,ScotchAleWeeHeavy,40-45,45-50,3.37
93118,1,AmericanDoubleImperialStout,45-50,50-55,3.94
30747,2,AmericanIPA,40-45,45-50,3.3
32645,2,AmericanPorter,40-45,45-50,3.88
47438,4,Doppelbock,40-45,45-50,4.04
113120,5,BalticPorter,45-50,50-55,4.2
82110,1,Klsch,35-40,40-45,3.21
116637,5,AmericanPorter,40-45,45-50,4
6860,1,SaisonFarmhouseAle,45-50,45-50,2.67
146950,0,AmericanIPA,40-45,45-50,0
122099,8,AmericanAmberRedAle,40-45,45-50,3.25
22794,3,AmericanPaleAle(APA),35-40,40-45,3.08
104547,1,AmericanBlondeAle,35-40,40-45,4.02
61228,2,Hefeweizen,40-45,45-50,3
120617,97,Dunkelweizen,40-45,45-50,3.78
150425,2,EnglishIndiaPaleAle(IPA),35-40,40-45,3.41
138001,19,AmericanBlackAle,35-40,40-45,4.04
48715,"6,556",AmericanPorter,40-45,45-50,4.24
146222,1,AmericanIPA,40-45,45-50,4.06
140415,2,AmericanPaleAle(APA),35-40,40-45,4.2
164763,5,AmericanAmberRedAle,40-45,45-50,3.6
93555,3,BerlinerWeissbier,40-45,45-50,4.3
39159,29,Gose,40-45,45-50,4.09
46469,2,AmericanDoubleImperialStout,45-50,50-55,3.89
86253,1,AmericanPorter,40-45,45-50,3.75
674,4,Tripel,45-50,45-50,3.94
124412,2,AmericanPaleAle(APA),35-40,40-45,3.86
10441,1,AmericanIPA,40-45,45-50,4.06
62326,2,AmericanBrownAle,40-45,45-50,4.6
696,1,AmericanIPA,40-45,45-50,3.48
47291,1,Dubbel,45-50,45-50,4.25
130997,4,Eisbock,40-45,50-55,3.06
68926,2,AmericanBarleywine,45-50,50-55,4.31
161691,0,Hefeweizen,40-45,45-50,0
120075,6,AmericanPorter,40-45,45-50,2.95
144196,5,BerlinerWeissbier,40-45,45-50,3.8
43053,2,AmericanStout,40-45,45-50,3.84
33177,1,AmericanBrownAle,40-45,45-50,3.73
153506,37,EnglishPaleAle,40-45,45-50,3.37
39392,1,Dubbel,45-50,45-50,3.5
58698,8,AmericanIPA,40-45,45-50,3.95
139805,2,AmericanDoubleImperialStout,45-50,50-55,4.12
78065,4,EnglishBrownAle,40-45,45-50,3.91
74335,1,AmericanIPA,40-45,45-50,3.13
106601,37,MrzenOktoberfest,40-45,45-50,3.54
158984,4,Hefeweizen,40-45,45-50,3.03
75101,3,AmericanWildAle,40-45,45-50,3.69
143741,"5,935",AmericanBlackAle,35-40,40-45,4.22
139557,18,AmericanStout,40-45,45-50,3.81
138336,8,AmericanPorter,40-45,45-50,3.8
149258,0,GermanPilsener,35-40,40-45,0
59706,7,Klsch,35-40,40-45,3.9
159677,7,AmericanDoubleImperialStout,45-50,50-55,4.2
55484,3,SaisonFarmhouseAle,45-50,45-50,4
56064,0,AmericanStout,40-45,45-50,0
136073,8,PumpkinAle,40-45,45-50,3.91
120984,3,FlandersOudBruin,45-50,45-50,4.32
55146,9,AmericanIPA,40-45,45-50,4.28
109599,16,AmericanDoubleImperialIPA,45-50,50-55,4.08
101571,0,EuroPaleLager,35-40,40-45,0
37704,51,AmericanPorter,40-45,45-50,4.02
135912,2,AmericanDoubleImperialIPA,45-50,50-55,4.01
140584,1,AmericanIPA,40-45,45-50,3.77
93516,33,AmericanIPA,40-45,45-50,3.96
95078,19,EuroPaleLager,35-40,40-45,3.63
91929,19,EnglishDarkMildAle,40-45,45-50,3.82
155585,3,AmericanPaleAle(APA),35-40,40-45,3.95
21929,0,AmericanBlondeAle,35-40,40-45,0
149951,1,Tripel,45-50,45-50,3.82
91364,0,GermanPilsener,35-40,40-45,0
22305,1,CzechPilsener,35-40,40-45,3.32
34942,3,AmericanDoubleImperialIPA,45-50,50-55,4.98
66707,16,AmericanBrownAle,40-45,45-50,3.87
88903,9,Gose,40-45,45-50,3.48
19797,2,AmericanIPA,40-45,45-50,4.18
155446,2,AmericanPorter,40-45,45-50,3.88
119633,4,EnglishIndiaPaleAle(IPA),35-40,40-45,3.75
23622,7,AmericanPorter,40-45,45-50,4.27
150208,1,AmericanPorter,40-45,45-50,3.94
138717,1,AmericanWildAle,40-45,45-50,4.49
57028,5,AmericanIPA,40-45,45-50,3.97
53039,0,Bock,40-45,45-50,0
95333,1,AmericanPorter,40-45,45-50,3.53
164822,0,AmericanDoubleImperialStout,45-50,50-55,0
77179,0,Doppelbock,40-45,45-50,0
118874,1,PumpkinAle,40-45,45-50,3
103650,3,AmericanDoubleImperialIPA,45-50,50-55,3.88
40320,6,AmericanDoubleImperialIPA,45-50,50-55,3.99
97884,1,MrzenOktoberfest,40-45,45-50,3.29
144786,0,AmericanIPA,40-45,45-50,0
58947,1,IrishDryStout,40-45,45-50,3.46
106782,1,AmericanPaleAle(APA),35-40,40-45,3.25
109355,0,Dunkelweizen,40-45,45-50,0
18297,0,BiredeGarde,45-50,45-50,0
168233,35,AmericanIPA,40-45,45-50,3.98
29970,3,GermanPilsener,35-40,40-45,2.75
125729,4,FruitVegetableBeer,35-40,40-45,3.76
48700,8,ScottishAle,40-45,45-50,4.09
107250,135,EnglishPorter,,50-55,3.76
55583,1,AmericanWildAle,40-45,45-50,4.1
32737,1,AmericanDoubleImperialIPA,45-50,50-55,4.21
23274,2,AmericanBarleywine,45-50,50-55,4.56
48401,1,AmericanPaleAle(APA),35-40,40-45,4
121660,1,AmericanAmberRedAle,40-45,45-50,2.7
59388,3,AmericanStout,40-45,45-50,3.99
6014,1,GermanPilsener,35-40,40-45,3.34
60749,11,HerbedSpicedBeer,,45-50,3.44
141225,1,EnglishIndiaPaleAle(IPA),35-40,40-45,2.98
128031,3,Bock,40-45,45-50,2.88
32495,113,EnglishBitter,,45-50,3.57
107530,3,AmericanStrongAle,45-50,50-55,3.58
158037,43,EnglishIndiaPaleAle(IPA),35-40,40-45,3.84
70785,1,MunichHellesLager,35-40,40-45,2.9
136721,0,Doppelbock,40-45,45-50,0
17106,3,BelgianDarkAle,45-50,45-50,2.89
115112,0,AmericanIPA,40-45,45-50,0
97564,1,SaisonFarmhouseAle,45-50,45-50,3.85
159203,2,ViennaLager,35-40,40-45,3.74
38104,139,AmericanIPA,40-45,45-50,3.61
128418,3,SaisonFarmhouseAle,45-50,45-50,3.78
153030,9,AmericanBrownAle,40-45,45-50,3.63
37155,7,AmericanBrownAle,40-45,45-50,3.63
80927,"1,073",FruitVegetableBeer,35-40,40-45,3.82
41906,5,AmericanDoubleImperialStout,45-50,50-55,3.98
45715,246,AmericanPorter,40-45,45-50,3.77
106127,2,MrzenOktoberfest,40-45,45-50,3.75
20623,6,AmericanIPA,40-45,45-50,3.96
49868,4,BlackTan,40-45,45-50,3.88
133978,2,SaisonFarmhouseAle,45-50,45-50,3.62
106499,2,AmericanPorter,40-45,45-50,3.12
150182,0,AmericanDoubleImperialStout,45-50,50-55,0
116528,5,AmericanPorter,40-45,45-50,3.36
76627,1,AmericanPaleAle(APA),35-40,40-45,3.84
168017,2,KellerbierZwickelbier,35-40,40-45,3.75
131738,6,IrishRedAle,35-40,40-45,3.52
48706,1,AmericanBlondeAle,35-40,40-45,3.78
131092,3,Schwarzbier,40-45,45-50,3.62
101824,13,AmericanAdjunctLager,35-40,35-40,1.96
57835,2,AmericanIPA,40-45,45-50,4.24
19282,5,AmericanBarleywine,45-50,50-55,4.11
136651,0,SmokedBeer,,50-55,0
38548,1,AmericanPorter,40-45,45-50,4.49
99600,1,FruitVegetableBeer,35-40,40-45,2.54
122657,2,AmericanAmberRedLager,35-40,40-45,3.79
126545,19,AmericanDoubleImperialIPA,45-50,50-55,3.47
72948,9,AmericanPorter,40-45,45-50,3.88
129261,0,EuroStrongLager,35-40,40-45,0
133072,4,AmericanPorter,40-45,45-50,3.68
156825,1,AmericanWildAle,40-45,45-50,4
119055,1,PumpkinAle,40-45,45-50,3.73
114355,6,GermanPilsener,35-40,40-45,3.35
112916,13,AmericanWildAle,40-45,45-50,3.85
48677,1,AmericanDoubleImperialIPA,45-50,50-55,3.86
8447,2,Hefeweizen,40-45,45-50,2.88
48721,1,EnglishBitter,,45-50,3.68
134736,97,Altbier,40-45,45-50,3.74
90826,3,EuroStrongLager,35-40,40-45,3.54
113780,8,AmericanPorter,40-45,45-50,4.02
49783,3,AmericanIPA,40-45,45-50,4.24
91186,15,BelgianStrongDarkAle,45-50,45-50,3.99
20934,13,AmericanBlondeAle,35-40,40-45,3.2
36917,4,Weizenbock,40-45,45-50,3.6
112387,2,AmericanAmberRedAle,40-45,45-50,3.62
153515,5,BelgianIPA,35-40,40-45,3.72
14980,19,AmericanDoubleImperialStout,45-50,50-55,4.05
1810,1,BelgianPaleAle,40-45,45-50,2.98
107319,6,EnglishDarkMildAle,40-45,45-50,3.95
138912,0,AmericanIPA,40-45,45-50,0
164151,30,AmericanBlackAle,35-40,40-45,3.83
63355,4,EuroPaleLager,35-40,40-45,3.03
104013,2,Tripel,45-50,45-50,3.81
80925,35,FruitVegetableBeer,35-40,40-45,3.86
141710,0,SaisonFarmhouseAle,45-50,45-50,0
18966,6,EnglishPorter,,50-55,3.88
39641,1,EuroPaleLager,35-40,40-45,4.32
34117,1,AmericanIPA,40-45,45-50,4.25
90531,2,AmericanWildAle,40-45,45-50,4.37
21637,0,BerlinerWeissbier,40-45,45-50,0
60676,6,AmericanDoubleImperialIPA,45-50,50-55,4.12
35298,3,EuroStrongLager,35-40,40-45,1.01
